CATEGORIA,PREGUNTA,RESPOSTA,DATA
Història,Quin papa del segle I tenia el mateix nom que un personatge de ficció creat el 1964 i interpretat per Imanol Arias en una pel·lícula de 2015?,Anacleto,14/05/2024
Història,"Quin servei va crear en 1829 Robert Peel, l’apòcope del qual va servir posteriorment per a denominar a les persones que treballen en eixe servei?",Policia de Londres (Bobbies),21/05/2024
Esports,Quina prova física va dissenyar en 1968 un coronel de la Força Aèria dels EUA per mesurar la resistència aeròbica i el consum d’oxigen durant 12 minuts?,Test de Cooper,21/05/2024
Ciència,Quin gènere de mol·luscs cefalòpodes comparteix el nom amb el d’una embarcació fictícia que apareix en dues novel·les franceses de finals del segle XIX?,Nautilus,21/05/2024
Cine i música,"Quin actor, cofundador del Teatre d’Art de Moscou, va inspirar la creació d’una associació fundada en 1947 per Elia Kazan i presidida actualment per Al Pacino i Ellen Burstyn?",Konstantin Stanislawski,21/05/2024
Art i literatura,Classifiqueu aquests personatges segons siguen de Marvel o DC,"Marvel-Deadpool, Namor, Silver Surfer; DC-Flash, Green Arrow",21/05/2024
Història,"Quina ciutat europea va ser anomenada Pressburg des de finals de l’edat mitjana fins a 1919, moment en el qual passà a formar part d’un estat sobirà hui desaparegut?",Bratislava,21/05/2024
Ciència,Ordeneu aquests mamífers pel seu nombre de dents en l’etapa adulta,Cavall (44) - Gos (42) - Gat (30) - Elefant (26),21/05/2024
Temes valencians,"Quin era el nom popular de l’empresa, amb sigles CCHNE i des de 1941 integrada en una empresa estatal espanyola, que va donar nom a un edifici de la ciutat de València construït per Demetrio Ribes?",Norte,21/05/2024
Miscelània,Quin terme despectiu per a referir-se als integrants d’una institució creada a l’estat espanyol en 1844 podria tenir el seu origen en la forma en la qual els italians es refereixen als d’una institució equivalent?,Picoleto,28/05/2024
Miscelània,"Amb quin malnom, que va donar lloc a una dita popular, era conegut el torero Antonio Sánchez, famós en Sevilla durant el segle XIX perquè mai faltava a cap esdeveniment, inclús després de patir l’amputació d’una cama?",El Tato,28/05/2024
Esports,Quin títol nobiliari tenia la persona que va crear un torneig esportiu en 1953 que ha sigut guanyat per la mateixa persona 12 vegades en els últims 20 anys?,Conde de Godó,28/05/2024
Ciència,Quines tres substàncies naturals formen part de la frase més coneguda d’un discurs d’un líder polític europeu realitzat l’any 1940?,"Sang, suor i llàgrimes",28/05/2024
Ciència,"Segons Leo Allatius, teòleg grec del segle XVII, en quin element del Sistema Solar es va transformar el prepuci de Jesucrist després de la seua Ascensió?",Anells de Saturn,28/05/2024
Temes valencians,Quin municipi de l’Horta Nord va ser adquirit en 1480 per la mateixa família que tenia fins a finals del segle XIX un palau a València on actualment hi ha un mercat?,Albalat dels Sorells,28/05/2024
Geografia,Ordeneu aquests estats sobirans segons els seus kilòmetres de frontera amb el Brasil,Bolívia (3.423) - Veneçuela (2.200) - Argentina (1.261),28/05/2024
Història,"Quin era el nom de pila del pare de Cristòfor i Bartomeu Colom, en honor al sant del qual aquest últim va batejar en 1496 una ciutat que hui és capital d’un estat sobirà?",(Santo) Domingo,28/05/2024
Cine i música,Digueu quatre pel·lícules en les quals Leonardo DiCaprio ha interpretat a una persona real,"Vida de este chico, Vidas al límite, Diario de un rebelde, El hombre de la máscara de hierro, Atrápame si puedes, El aviador, J. Edgar, El lobo de Wall Street, El renacido, Los asesinos de la luna",4/06/2024
Ciència,Quina deïtat grega dona nom al nivell de l’oceà que es troba a més profunditat que la zona abissal?,Hades,4/06/2024
Ciència,"Quin era el nom de la làmina de coure o llautó que imitava un material més noble i decorava els escuts en l’edat mitjana, i que posteriorment passà a denominar materials cridaners però barats?",Oropel,4/06/2024
Art i literatura,"Quin personatge de ficció, creat en 1994, està acompanyat de personatges com Yihad, Melody Martínez, Paquito Medina o Jessica la ex-gorda?",Manolito Gafotas,4/06/2024
Geografia,"Quin és el nom popular d’un nucli urbà que inclou barris com Antonio Machado, Murillo o Martínez Montañés, també conegut com «Las Vegas»?",Las 3000 viviendas,4/06/2024
Esports,"Quin esport, creat en 1962, s’anomena a partir de l’element amb el qual es colpeja una pilota d’uns 6,5 cm de diàmetre?",Pàdel,4/06/2024
Història,"Quin parc nacional de l’estat espanyol, l’únic de la seua província, es va formar entre 1730 i 1736 per un procés geològic que va donar lloc a l’aparició de les Montañas del Fuego?",Timanfaya,4/06/2024
Temes valencians,Classifiqueu aquests municipis segons es troben en una comarca amb denominació «Alta» o «Baixa»,"Alta - Almassora (Plana), Benissa (Marina); Baixa - Altea (Marina), Corbera (Ribera), Nules (Plana)",4/06/2024
Ciència,"Amb quina paraula en llatí, que podria haver-se utilitzat per primera vegada al segle XVII, es coneix un llibre de referència que conté les informacions fonamentals d’una matèria concreta?",Vademecum,11/06/2024
Ciència,"Quin és el nom del material que es descarta en un jaciment per no tenir valor econòmic, i que ha passat al llenguatge comú de manera metafòrica?",Ganga,11/06/2024
Cine i música,"Quin artista, mort el 2007, va prendre el seu malnom a partir d’un cantant que va ser avi de Tamara i oncle de Diego el Cigala?",El Fary,11/06/2024
Temes valencians,"Quin microbiòleg jueu, nascut a l’actual Ucraïna i guanyador del Premi Nobel de Medicina en 1952, dona nom a una avinguda del districte de Quatre Carreres a València?",Dr. Waksman,11/06/2024
Història,"Quin territori no sobirà, d’uns 1,5 milions d’habitants, i que va existir de facto com a república independent entre 1991 i 2000, té aquesta bandera?",Txetxènia,11/06/2024
Esports,Ordeneu aquests esports pel nombre de llicències federatives a l’estat espanyol,Golf-Voleibol-Handbol-Tenis,11/06/2024
Miscelània,"Amb quin nom eren conegudes al segle XVII les lliteres o cadires de mà amb dos portadors, i que posteriorment passà a denominar als cotxes amb tres habitacles separats per al motor, els passatgers i la càrrega?",Sedan,11/06/2024
Història,"Quina és la denominació més coneguda de la Societat Religiosa d’Amics, fundada a Anglaterra per George Fox, que demanava als seus seguidors que «tremolaren en el nom del Senyor»?",Cuàquers,11/06/2024
Ciència,"Com es denomina, en el sud de la península Ibèrica, al ramell de gessamí en forma de bola que es ven al carrer en estiu, i que dona nom a un famós trofeu?",Bisnaga,18/06/2024
Ciència,"Quina tecnologia, llançada al mercat en 2014 i inspirada en Star Trek, ens arriba a través del treball de l’actriu Susan Caplin, encara que no veiem el seu rostre?",Alexa,18/06/2024
Miscelània,"Quin era la utilitat principal de la Guia Bradshaw, que es va editar al Regne Unit entre 1853 i 1961 i que apareix representada en novel·les i pel·lícules com «La volta al món en 80 dies» o «Dràcula»?",Horaris de trens,18/06/2024
Història,"Quin estat sobirà es troba a la vora del llac Niassa, motiu pel qual era conegut com Nyasalàndia quan va ser un protectorat britànic entre 1907 i 1964?",Malaui,18/06/2024
Art i literatura,Relacioneu a les germanes Brönte amb la seua obra,Anne-La llogatera de Wildfell Hall; Charlotte-Jane Eyre; Emily-Cims borrascosos,18/06/2024
Geografia,Quina ciutat del comtat anglès de Somerset va ser fundada pels romans al segle I dC amb el nom d’Aquae Sulis?,Bath,18/06/2024
Esports,Quin era el nom de l’embarcació dels EUA que en 1851 va guanyar una competició nàutica i va rebre un trofeu valorat en 100 guinees?,Amèrica,18/06/2024
Temes valencians,"Quin dirigent esportiu, nascut a l’Alcúdia en 1915 i president d’un organisme esportiu internacional entre 1981 i 1990, dona nom a un pavelló inaugurat en 1992 amb motiu d’un campionat del món?",Lluís Puig,18/06/2024
Temes valencians,"Quina plaça de València, on es troba un monument que recorda als caiguts en la Guerra Civil, tenia abans el nom de Marqués d’Estella, títol nobiliari que van ostentar Miguel i José Antonio Primo de Rivera?",Plaça Porta de la Mar,25/06/2024
Cine i música,"En quina pel·lícula apareix la regió de Kafiristan, en l’actual Afganistan, en una trama que implica a dos sotsoficials de l’exèrcit britànic que es troben en un tren amb un famós escriptor que els regala una joia amb simbologia maçònica?",L'home que volia ser rei,25/06/2024
Esports,En quina localitat se celebra una prova esportiva des de l’any 1771 que és més coneguda per la indumentària de les persones assistents?,Ascot,25/06/2024
Història,"Segons una llegenda que va donar nom a un adjectiu que s’utilitza hui en dia, quin era el cognom d’un soldat francés que va ser ferit 17 vegades defensant la seua nació, motiu pel qual Napoleó el va condecorar amb el Sabre d’Honor i una pensió de 200 francs?",Nicolas Chauvin,25/06/2024
Miscelània,"Quina cançó popular, que podria tenir el seu origen en 1920 i que és oficial des de 1968, s’entona a les dotze de la nit del 14 de juliol en una ciutat de l’estat espanyol?",Pobre de mí,25/06/2024
Geografia,"Quin illot del mar cantàbric, el nom del qual significa «penya del castell», acull una ermita del segle X dedicada a Sant Joan Baptista?",Gaztelugatxe,25/06/2024
Ciència,Ordeneu de major a menor aquestes distàncies entre planetes,Mercuri i Venus (61M) - Terra i Mart (58M) - Venus i la Terra (40M),25/06/2024
Ciència,"Quina malaltia, el nom de la qual remet a la denominació grega per al carbó, va tindre repercussió mundial entre el 18 de setembre i el 9 d’octubre de 2001, amb 22 persones infectades i 5 mortes?",Carboncle o Àntrax,25/06/2024
Temes valencians,En quina ciutat del País Valencià es troba un grup escultòric dedicat al protagonista d’una cançó popular on va acompanyat d’un animal i un mitjà de transport?,Muro d'Alcoi,17/09/2024
Miscelània,"Quina marca, d’actualitat en els últims dies a l’estat espanyol, va ser creada per un empresari nascut el 1916 per fabricar tractors i maquinària agrícola i posteriorment reconvertida al seu model actual en la dècada de 1960?",Lamborghini,17/09/2024
Història,Amb quin nom es coneix l’esdeveniment que va tindre lloc el 16 de desembre de 1773 i que va donar nom a un moviment polític sorgit en la primera dècada del segle XXI?,Tea Party,17/09/2024
Història,"Quin dels evangelis comença amb una complicada genealogia, fet que va provocar la creació d’una paraula en castellà que es refereix a un discurs confús i difícil d’entendre?",Mateu (Galimatías),17/09/2024
Ciència,"Amb quina paraula d’origen afrocubà és coneguda popularment la hioscina o escopolamina, un alcaloide tòxic que va ser aïllat per primera vegada en 1880?",Burundanga,17/09/2024
Cine i música,"Quin era el nom de naixement de Toby Waller, un personatge fictici que arribà als Estats Units a finals del segle XVIII i que estava inspirat en l’avantpassat de l’escriptor Alex Haley, i que protagonitzà una exitosa sèrie de televisió en 1977?",Kunta Kinte,17/09/2024
Esports,"Quin material, patentat en 1824 i que s’utilitza de forma generalitzada en la construcció, fabricava l’empresa patrocinadora d’un equip esportiu de l’estat espanyol desaparegut en 2013 i que va guanyar, entre altres, 2 lligues, 2 Copes del Rei i 3 Lligues de Campions entre 1999 i 2006?",Ciment Portland,17/09/2024
Geografia,Ordeneu aquestes illes canàries per la seua superfície,Fuerteventura-Gran Canària-Lanzarote-La Palma,17/09/2024
Miscelània,Relacioneu aquestes celebracions litúrgiques catòliques amb el color de la casulla del sacerdot,Advent - Morat; Apòstols - Roig; Immaculada Concepció - Blau; Sants no màrtirs - Blanc,24/09/2024
Geografia,"Quin important carrer de Barcelona, que va portar el nom de Durruti durant la Guerra Civil Espanyola, va ser batejat en referència a una tribu ibèrica que va habitar la zona vora el segle VI aC?",Via Laietana,24/09/2024
Cine i música,"Els drets de quin personatge de ficció es van incorporar al domini públic en gener de 2022, fet que va permetre la realització en 2023 d’una pel·lícula de terror anomenada Blood and Honey?",Winnie the Pooh,24/09/2024
Ciència,Quin producte de la fermentació de la canya de sucre és l’ingredient principal d’una beguda considerada la recepta més popular del seu país i declarada part del seu patrimoni cultural des de 2003?,Cachaça,24/09/2024
Temes valencians,"Quina marca del sector del tèxtil, fundada a Elx per Antonio Vicente en 1989, té en el seu nom el d’un estat sobirà d’un altre continent?",Panama Jack,24/09/2024
Geografia,"Quin edifici construït a finals del segle XVIII per un arquitecte italià, té un nom en francès i es troba a un país on no es parlen cap de les dues llengües?",Hermitage,24/09/2024
Ciència,"A quina part del cos afecta la condició anomenada ptosi, que pateixen, entre altres, un cantant britànic, un actor estatunidenc i un polític català?",Parpella,24/09/2024
Esports,Digueu cinc estats sobirans pels quals haja travessat el recorregut del ral·li Dakar almenys en 10 ocasions,"Senegal, Mali, França, Mauritània, Níger, Espanya, Marroc, Algèria, Argentina",24/09/2024
Geografia,Classifiqueu aquests territoris d’Oceania segons siguen o no un estat sobirà,"Sobirans - Micronèsia, Tuvalu; No sobirans - Illes Cook, Tokelau",1/10/2024
Història,"Quin és el nom comú d’un objecte anomenat en gal·lès Caledfwlch, la referència més famosa al qual es troba en un text de Geoffrey de Monmouth del segle XII?",Excàlibur,1/10/2024
Cine i música,"Quina marca patrocina una competició internacional que es va disputar per primera vegada en 2005 i que han guanyat, entre altres, Frescolate, Aczino, Wos o Chuty?",Red Bull,1/10/2024
Miscelània,El nom de quin tipus de vehicle procedeix d’una regió del centre de França on era típic que els pastors utilitzaren una capa per protegir-se del fred i la pluja?,Limusina,1/10/2024
Cine i música,"De quin escriptor és descendent un músic nascut a Nova York en 1965, el qual va prendre el seu nom artístic a partir del llibre més conegut del seu avantpassat?",Herman Melville,1/10/2024
Ciència,Quin animal apareixia en els manuscrits medievals templaris que incloïen el recorregut i els indrets segurs per als peregrins del Camí de Sant Jaume?,Oca,1/10/2024
Temes valencians,"Quin és el nom popular d’un edifici de València construït en 1973 en el solar de l’antic palau de Ripalda, que es va dissenyar a finals del segle XIX a la manera dels château francesos?",La Pagoda,1/10/2024
Ciència,Relacioneu aquestes plaques tectòniques amb la seua superfície (en milions de km2),"Africana - 61,3; Antàrtica - 60,9; Euroasiàtica - 67,8; Nord-Americana - 75,9",1/10/2024
Geografia,"Amb quin nom popular es coneix el paseo del Padre Manjón, un indret d’una ciutat del sud de l’estat espanyol per on era habitual que passaren les processons fúnebres?",Paseo de los Tristes,7/10/2024
Ciència,"Quin animal, originari d’Àfrica, és normalment conegut pel seu nom en grec, que té a veure amb el seu comportament en parella?",Agapornis,7/10/2024
Miscelània,"Quin programa de televisió, emés entre 2016 i 2021, pren el seu nom, alterant alguna lletra, a partir d’un terme musical associat a l’obra de Richard Wagner?",Late Motiv,7/10/2024
Història,"Quin profeta, que va viure en els segles VII i VI aC, apareix en el títol d’un llibre escrit entre 1883 i 1885 per un autor d’un continent diferent del qual aquell era originari?",Zaratustra,7/10/2024
Miscelània,"Quins personatges, creats per Will Wright en l’any 2000, parlen en una llengua pròpia que inclou paraules com Sool-Sool (hola), Degg-Degg (adeu), Nooboo (bebé) o Chamcha (pizza)?",Los Sims,7/10/2024
Esports,"Quina lliga europea de futbol, que es disputa des de 1959, ha sigut guanyada en 58 de 66 ocasions per equips de la capital d’eixe país?",Lliga turca,7/10/2024
Ciència,"Quin objecte llegendari, que apareixia en el títol d’un llibre de 1997 i una pel·lícula de 2001, basa la seua propietat més coneguda en un principi anomenat pels grecs chrysopoeia?",Pedra filosofal,7/10/2024
Temes valencians,"Quin valencià, que va ser soterrat a la catedral de Sant Donacià a Bruges, va nàixer al si de la família jueva dels Abenfaçam-Xatrup, que van haver de canviar els seus cognoms per la persecució de la Inquisició espanyola?",Lluís Vives,7/10/2024
Cine i música,Relacioneu aquestes gemmes de l’infinit de l’UCM amb el seu color,Espai-Blau; Temps-Verd; Ment-Groc; Poder-Morat,7/10/2024
Història,"Quin era el nom del navegant portuguès del segle XV que donà nom fins a mitjan segle XX a l’illa actualment anomenada Bioko, on està la capital d’un estat sobirà d’Àfrica?",Fernando Poo,15/10/2024
Temes valencians,Quin objecte portaven tradicionalment al capell els membres d’una milícia creada al segle XIV amb la missió d’escortar i protegir la Senyera de la ciutat de València?,Ploma,15/10/2024
Geografia,"A quins tres estats sobirans pertany l’anomenat Triangle Daurat, la zona d’on procedia la quantitat més gran de l’heroïna consumida al món fins a principis del segle XXI?","Myanmar, Laos i Tailàndia",15/10/2024
Miscelània,"Quina empresa d’electrònica amb seu en Pennsylvania, el producte més famós de la qual es deia Amiga, portava el nom que en alguns països es dona a un rang de la marina superior al capità i inferior al contraalmirall?",Commodore,15/10/2024
Miscelània,"Quina paraula anglesa, que va aparèixer per primera vegada en la novel·la Ivanhoe de 1820, designa la situació en la qual es troben vora 700.000 persones a l’estat espanyol?",Freelance,15/10/2024
Ciència,"Amb quines dues constel·lacions i signes zodiacals, relacionats amb els seus atributs, s’associa la deessa Astrea o Dice, filla de Zeus i Temis?",Virgo i Libra,15/10/2024
Esports,"Quina paraula, associada a una disciplina olímpica, té un origen inuit i significa «roba per caminar en l’aigua»?",Caiac,15/10/2024
Ciència,Relacioneu les tres lleis de Newton amb el seu concepte principal,Primera-Inèrcia; Segona-Dinàmica; Tercera-Acció/Reacció,15/10/2024
Miscelània,"Quina paraula, procedent del caló, on significa «canvi» o «troc», ha passat al castellà i al valencià per expressar una situació de fingiment, simulació o hipocresia?",Paripé,21/10/2024
Història,Amb quina ciutat es relacionen les sigles «AUC» que apareixen en molts texts renaixentistes per referir-se a una forma de datació cronològica utilitzada en l’Antiguitat?,Roma,21/10/2024
Història,"Quina organització internacional, creada el 1923 i amb seu a Lió, té aquest logo?",Interpol,21/10/2024
Ciència,"Quin compost químic, format per dos dels elements més habituals a l’atmosfera, va ser descobert a finals del segle XVIII per Humphry Davy per a calmar un dolor de queixals i va ser emprat després amb finalitats lúdiques?",Gas de la risa (óxido nitroso),21/10/2024
Esports,Ordeneu aquests esports per la duració dels seus partits,Hoquei herba (60) - Hoquei patins (50) - Futbol platja (36) - Waterpolo (32) ,21/10/2024
Temes valencians,"A quina espècie, homònima d’un barri de València, pertany l’arbre monumental d’uns 500 anys d’antiguitat que es troba a la localitat castellonenca de Culla?",Carrasca,21/10/2024
Ciència,"Quin és el nom propi de l’animal, mort en 1935 i protagonista d’una pel·lícula de 2009, que des de 1948 té una estàtua en un lloc urbà per on passen vora 1,5 milions de persones cada setmana?",Hachiko,21/10/2024
Miscelània,"Quin malnom, relacionat amb el seu modus operandi, tenia Albert Henry DeSalvo, mort en 1973 a la presó on complia cadena perpètua per assassinar 13 persones?",L'estrangulador de Boston,21/10/2024
Geografia,"Quin estat sobirà europeu té dues capitals segons la seua constitució, una d’elles anomenada Dioclea pels romans i l’altra amb un nom en referència al riu Zeta?",Montenegro,29/10/2024
Art i literatura,"Qui era el fill d’un maestre de l’orde de Santiago anomenat Rodrigo, que va morir en 1476 i va inspirar una obra que han adaptat, entre altres, Paco Ibáñez i Amancio Prada?",Jorge Manrique,29/10/2024
Miscelània,Quin edifici situat a Califòrnia va ser adquirit pel seu propietari més famós en 1988 i batejat com un lloc fantàstic que apareix en una història estrenada en 1904 com a obra de teatre?,Neverland,29/10/2024
Ciència,"Quin animal mitològic, que apareix en diverses religions arreu del món amb una simbologia similar, i que va ser citat entre altres per Heròdot, Plini el Vell o Isidor de Sevilla, dona nom a una ciutat de més de 4 milions d’habitants i capital del comtat de Maricopa?",Fènix,29/10/2024
Esports,"Quin esport practicava la italiana Liliana Ronchetti, morta prematurament als 43 anys, i que va donar nom a una competició que es disputà entre 1971 i 2002, va ser rebatejada en 2003 i va ser guanyada en 2024 pel London Lions?",Bàsquet,29/10/2024
Ciència,"Quina planta, originària d’Àsia i introduïda en al-Àndalus al segle XI, ha acabat convertint-se en símbol nacional d’un país del nord d’Europa?",Tulipà,29/10/2024
Geografia,"Quin monument, patrimoni de la humanitat des de 1992, apareix en la bandera d’un estat sobirà en un disseny que data de quan eixe país va restaurar la monarquia en 1993?",Angkor Wat,29/10/2024
Temes valencians,"Quin municipi del País Valencià té al seu escut l’animal homònim a la denominació actual del seu topònim, tot i que aquest té realment un origen preromà que significa «torre» o «muntanya»?",El Toro,29/10/2024
Miscelània,Relacioneu aquestes marques especialitzades del Decathlon amb la seua disciplina,Domyos - Fitness; Kipsta - Esports d'equip; Kuikma - Esports de raqueta; Tribord - Aigua i vela,5/11/2024
Ciència,"Quina au rapaç africana té nom d’un ofici, probablement a causa del seu color i de presentar un copet de plomes similar al que portaven els britànics que desenvolupaven eixe ofici fa segles?",Secretari,5/11/2024
Història,"Quin personatge històric va fer famosos dos mitjans de transport anomenats originalment Santa Clara i La Gallega, però que van passar a la història amb altres noms?",Cristòfor Colom,5/11/2024
Ciència,"Quin objecte, utilitzat entre 1890 i 2020 és conegut com a Old Sparky en 14 estats dels EUA i com a Old Smokey en Nova Jersey, Pennsylvania i Tennessee?",Cadira elèctrica,5/11/2024
Art i literatura,"Qui apareix en el quadre més famós d’un pintor anglès anomenat Joseph Wright of Derby, que es va utilitzar en un objecte en circulació des de 1929 i que fa 66,294×155,956 mil·límetres?",Benjamin Franklin,5/11/2024
Miscelània,Classifiqueu aquestes micronacions segons siguen reals o no,"Reals - Melquizedek, Talossa, Gai i Lèsbic; No reals - Michnik, Gran Bou de Creta",5/11/2024
Història,"Quin estat sobirà anomena al 9 de novembre com a «dia del destí», després que eixe dia passaren importants esdeveniments per a la seua història en 1848, 1918, 1923, 1938 i 1989?",Alemanya,5/11/2024
Temes valencians,"Quin era el títol d’un joc de rol, homònim d’un famós llibre, comercialitzat per Joc Internacional entre 1996 i 1998 i ambientat al segle XI, tot i que el llibre original s’ambienta al segle XV?",Tirant lo Blanch,5/11/2024
Ciència,De quin animal procedeix una secreció biliar coneguda com a ambre gris que s’utilitza en perfumeria i que ja apareixia mencionada en el llibre de Les mil i una nits?,Catxalot,12/11/2024
Ciència,"Quina substància química, amb fórmula C22H28N2O, sintettizada per primera vegada per Janssen en 1959, aparegué entre els elements que provocaren la mort d’artistes com Prince, Tom Petty o Coolio?",Fentanil,12/11/2024
Història,"En quin estat sobirà es va fundar en 1982, després d’una ocupació estrangera, un partit polític el nom del qual significa literalment «Partit de Déu» i que compta actualment amb 13 escons al seu parlament?",Líban,12/11/2024
Esports,"Quin és el nom d’un joc que es jugava a l’Anglaterra del segle XVII amb un mall i una pilota, i que va donar origen a un famós carrer de Londres i a una marca de cigarretes fundada als Estats Units en 1899?",Pall Mall,12/11/2024
Temes valencians,"La denominació col·loquial de quina part del cos humà s’utilitza per a referir-se a l’edifici Garcerán de València, que es va començar a construir en 1954 en el solar de l’antiga Fundició Primitiva Valenciana i que en eixe moment era l’edifici més alt de la ciutat?",Finca dels Collons,12/11/2024
Història,"Quin objecte, atribut més conegut d’un déu mitològic, apareix en la bandera d’un estat insular, sobirà des de 1966 quan va deixar de ser colònia del Regne Unit?",Trident,12/11/2024
Art i literatura,Quina ciutat europea apareix en el títol d’un famós quadre on els personatges principals són Justí de Nassau i Ambrosi Spinola?,Breda,12/11/2024
Art i literatura,"Quin còmic, protagonitzat pel xiquet que li dona nom i que té un veí anomenat Mr. Wilson, es va publicar per primera vegada als EUA el 12 de març de 1951, el mateix dia que es publicava al Regne Unit un altre còmic amb el mateix nom?",Daniel el Trapella,12/11/2024
Temes valencians,"Quin negoci tenia al segle XVIII un home amb cognoms Capetillo de Capetillo de Llano y Orcasitas en un rahal àrab anomenat Benimassot, i que actualment és una pedania de la ciutat de València?",Forn d'Alcedo,19/11/2024
Ciència,"Quin aliment, de descripció i composició diferent segons les fonts, podria tenir relació amb la resina del tamarit o amb un fong alucinògen anomenat Psilocybe cubensis?",Manà,19/11/2024
Geografia,Digueu els quatre estats sobirans del món que tinguen la totalitat del seu territori per davall del tròpic de Capricorn,"Uruguai, Esuatini, Lesoto, Nova Zelanda",19/11/2024
Ciència,"Amb quin psicòleg dels EUA es relaciona una teoria que està basada en la jerarquia de conceptes com fisiologia, seguretat, afiliació, reconeixement i autorealització?",Maslow,19/11/2024
Art i literatura,"Quin era el nom d’una xiqueta nascuda en 1852, els pares de la qual eren amics d’un professor de matemàtiques d’Oxford anomenat Charles Dodgson, amb qui feien moltes excursions al camp?",Alicia,19/11/2024
Esports,"Quin esport procedeix a l’estat espanyol d’un mètode anomenat «Verdadera Destreza», creat al segle XVII per Jerónimo Sánchez de Carranza i perfeccionat per Luis Pacheco de Narváez?",Esgrima,19/11/2024
Història,"Quina illa, que també s’ha anomenat Borbó i Illa Bonaparte, porta el seu nom actual des de 1793, tal vegada per simbolitzar que diferents estaments civils lluitaren pel mateix objectiu durant la Revolució Francesa?",Reunió,19/11/2024
Art i literatura,Relacioneu aquests còmics amb l’època històrica en la qual estan ambientats,El Guerrero del Antifaz - Finals segle XV; El Cachorro - Segle XVIII; Príncep Valent - Segle V; El Capitán Trueno - Tercera Croada,19/11/2024
Història,"Quin és el nom actual de Batàvia o Betawi, ciutat que entre 1619 i 1949 va ser la capital de les Índies Orientals Neerlandeses?",Yakarta,26/11/2024
Cine i música,"Quin cognom d’un president dels EUA apareix en la denominació en argot del paper usat per a la marihuana que s’ha cremat massa per a agarrar-lo amb els dits, i que dona nom a un grup musical format en 1965?",Jefferson Airplane,26/11/2024
Ciència,"Quin fenomen psicològic, considerat un tipus de paramnèsia, va ser anomenat pel francés Émile Boirac en 1917 i és també el títol d’una cançó de Beyoncé i una pel·lícula protagonitzada per Denzel Washington, ambdues de 2006?",Dejà vu,26/11/2024
Història,Quin dia de 1643 va arribar el capità britànic William Mynors a una illa de l’oceà Índic que actualment és un territori pertanyent a Austràlia on viuen unes 1.500 persones?,Nadal (Illa de Nadal),26/11/2024
Ciència,"Amb quina paraula procedent de la llengua quítxua es coneix el substrat procedent dels excrements de rates penades, aus marines i foques que s’utilitza com a fertilitzant?",Guano,26/11/2024
Miscelània,"Quin municipi de l’estat espanyol, en l’ajuntament del qual Pepe Isbert va pronunciar la frase «Com a alcalde vostre que soc, us dec una explicació», es va fer famòs a partir de l’any 2000 gràcies a un programa de televisió?",Guadalix de la Sierra,26/11/2024
Esports,"Després del títol de Max Verstappen, quins són els altres dos pilots que han guanyat exactament quatre vegades el Campionat del Món de Fórmula 1?",Alain Prost i Sebastian Vettel,26/11/2024
Temes valencians,"Quin esdeveniment, fundat el 1994 en la localitat italiana de Gaio di Spilimbergo, es celebra des de 2010 en una localitat de la província de Castelló?",Rototom Sunsplash,26/11/2024
Temes valencians,Quin general del bàndol sublevat durant la Guerra Civil Espanyola donava nom al centre hospitalari al costat del qual es va construir l’actual Hospital Doctor Peset de València?,Sanjurjo,3/12/2024
Ciència,Ordeneu aquestes ITS per la seua taxa d’incidència per cada 100.000 habitants a l’estat espanyol en 2023,Clamídia - Gonorrea - Sífilis,3/12/2024
Esports,"Quina cançó, composta per Josep M. Espinàs i Jaume Picas i que enguany compleix mig segle, comença amb aquesta partitura de Manuel Valls?",Cant del Barça,3/12/2024
Ciència,"Quin compost orgànic, precursor químic de la bilis, inspira el nom d’una beguda creada als anys 1980 per Dietrich Mateschitz i en un principi distribuïda gratuïtament entre els estudiants universitaris?",Taurina (Red Bull),3/12/2024
Cine i música,"Amb qui va tindre una relació extramatrimonial la comtessa Marie d’Agoult, de la qual va nàixer Cosima Francesca Gaetana, segona esposa de Richard Wagner, el qual tenia la mateixa professió que el seu pare?",Franz Liszt,3/12/2024
Cine i música,"Quin personatge històric, nascut en 1809, era un caçador de vampirs en una pel·lícula de 2012 dirigida per Timur Bekmambetov i basada en una novel·la de Seth Grahame-Smith?",Abraham Lincoln,3/12/2024
Història,"Quina frase, posteriorment convertida en títol de llibre i pel·lícula, li va dir Sant Pere a Jesús quan se’l va trobar mentre fugia de la persecució de Neró als cristians en Roma?",Quo vadis?,3/12/2024
Història,"En quin dia de 1975 van morir Joaquín, Agustín, Antonio i Miguel, fet que té a veure amb el nom d’una organització formada a Vigo eixe mateix any?",Primer d'octubre (GRAPO),3/12/2024
Ciència,"Quin era el cognom de Manuel, un farmacèutic de Barcelona que en 1906 va crear el seu producte més famós que en principi enviava gratuïtament a professors o cantants per ajudar-los en la seua tasca?",Juanola,9/12/2024
Cine i música,Quin actor interpretava a un personatge d’una pel·lícula en la qual somiava amb traslladar-se des d’un edifici de Castle Rock (Maine) fins a Zihuatanejo (Mèxic)?,Morgan Freeman,9/12/2024
Esports,Què tenien en comú totes les ciutats que van ser seu d’una competició esportiva que va tindre lloc a Europa entre 1956 i 1971?,Fires internacionals,9/12/2024
