CATEGORIA,PREGUNTA,RESPOSTA,DATA
Ciència,"Quin és el nom comú de l’aliatge de coure, níquel i cinc que en francès s’anomena amb la combinació dels noms de Maillot i Chorier, que la van inventar el 1819?",Alpaca,16/04/2024
Miscelània,"En quin hotel dels Països Baixos es van reunir en 1954 el príncep neerlandès i el primer ministre belga, reunió que es va estendre anualment des d’aleshores amb diferents protagonistes?",Bilderberg,16/04/2024
Ciència,"Amb quin nom comercial, patentat per Robert Chesebrough en 1872, es coneix una barreja hidròfoba d’hidrocarburs del petroli que s’utilitza de manera quotidiana?",Vaselina,22/04/2024
Geografia,Digueu tres de les vuit capitals del món situades a major altitud,"Quito, Sucre, Bogotá, Adis Abeba, Saná, Asmara, Timbu, Ciudad de México",22/04/2024
Temes valencians,Quin era el cognom del botànic i humanista valencià del segle XVI que va inspirar al suís Moisés Santiago Bertoni per a batejar una planta que es coneix en Amèrica des de fa segles com a «herba dolça»?,Esteve (stevia),22/04/2024
Art i literatura,"Quin personatge de ficció, fill d’un rajà indi sota un nom fals, i que apareix en dues novel·les de 1869 i 1874, ha sigut interpretat per actors com James Mason, Omar Sharif o Michael Caine?",Capità Nemo,22/04/2024
Miscelània,"Quina empresa va fundar Eugène Schueller el 1909, dos anys després de desenvolupar un producte amb un nom inspirat en un element habitual en la representació pictòrica dels sants cristians?",L'Oreal,22/04/2024
Esports,Completeu aquesta quadrícula amb el nom de sis futbolistes,"1-Andreas Pereira, Edinson Cavani, Juan Mata; 2-David Silva; 3-Fabio Aurelio, Fernando Morientes; 4-Giuseppe Rossi; 5-Felipe Caicedo; 6-Mohammed Sissoko; 7-Diego Forlán, Eric Bailly; 8-Rodri; 9-José Enrique, Alberto Moreno, Pepe Reina",22/04/2024
Ciència,Ordeneu aquests països pel nombre de quilòmetres de vies de tren d’alta velocitat,Xina-Espanya-Japó-França,22/04/2024
Geografia,"Quin estat sobirà d’Oceania, actualment governat pel rei Tupou VI, té un nom que etimològicament significa «Sud»?",Tonga,22/04/2024
Temes valencians,"Quina paraula, procedent d’un mot àrab que significa «esclau» o «persona subordinada», es va popularitzar al País Valencià a principis del segle XVIII?",Maulet,29/04/2024
Història,"Quina moneda, encunyada per primera vegada el 1663, adoptà el seu nom a partir de la zona des d’on s’importava l’or amb el qual es feia, i que està delimitada pel cap de Palmas i el cap de López?",Guinea,29/04/2024
Geografia,Completeu aquesta quadrícula amb el nom de sis estats sobirans a partir de la seua bandera,Mirar banderes,29/04/2024
Esports,"Quina societat poliesportiva, amb clubs en 25 esports, va ser fundada per un moviment polític i militar actiu entre 1941 i 1945?",Partizan,29/04/2024
Ciència,"Quin és el nom popular de l’arbre del gènere Adansonia, endèmic de l’Àfrica continental i Madagascar, i que apareix en una famosa novel·la curta publicada l’any 1943?",Baobab,29/04/2024
Cine i música,Digueu tres pel·lícules guanyadores de l’Oscar que incloguen el nom d’un animal al seu títol,"Alguien voló sobre el nido del cuco, The Deer Hunter, Bailando con lobos, El silencio de los corderos, Slumdog Millionaire, Birdman",29/04/2024
Art i literatura,"Quina és la llengua amb menys parlants nadius que té un escriptor, de cognom Laxness, guardonat amb el Premi Nobel de Literatura l’any 1955?",Islandès,29/04/2024
Ciència,"Segons la tradició, quin era el nom de pila de l’home que va demanar en una farmàcia un remei contra l’estrenyiment que li va fer efecte abans de prendre-se’l, donant origen a una popular frase feta?",Benito,29/04/2024
Ciència,"Quin descobriment es va fer a Basilea el 19 d’abril de 1943, popularitzat per un famós viatge en bicicleta eixa mateixa vesprada que va donar lloc a la creació del Dia Mundial d’aquest mitjà de transport?",LSD,7/05/2024
Geografia,"Quina capital d’estat sobirà té un nom que significa etimològicament «pare d’una gasela», per una llegenda que indica que Shakhbut va establir una ciutat on el seu pare va caçar eixe animal al segle XVIII?",Abu Dabi,7/05/2024
Cine i música,Completeu aquesta quadrícula amb el títol de tres pel·lícules,"1-Camino a la perdición; 2-Cold Mountain, Closer, My Blueberry Nights, Vox Lux; 3-Asteroid City; 4-Las hermanas Bolena, Vengadores: Endgame",7/05/2024
Cine i música,Ordeneu aquestes artistes pel nombre de premis Grammy que han aconseguit en la seua carrera,Alicia Keys (16) - Lady Gaga (13) - Rihanna (9) - Katy Perry (0),7/05/2024
Temes valencians,En quina localitat del Camp de Túria es conserva un castell del segle XV on va estar presoner durant 18 dies el rei Francesc I de França després de la seua derrota a la batalla de Pavia?,Benissanó,7/05/2024
Esports,"Quin esport, les regles del qual van ser establides a Matanzas (Cuba) en 1872, consisteix en una sèrie de moviments anomenats «manyes»?",Lluita canària,7/05/2024
Ciència,Relacioneu cada espècie d’au amb la imatge corresponent,1-Suirirí bicolor; 2-Tilopo de Grey; 3-Azulejo Gorjicanelo; 4-Chingolo arbóreo,7/05/2024
Història,"En quina ciutat es va signar el Tractat d’Amistat, Col·laboració i Assistència Mútua, que involucrà vuit països i que va estar vigent durant 36 anys?",Varsovia,7/05/2024
Esports,"Quina comunitat, la més gran del món fora del seu territori d’origen, va fundar el 1920 un equip de futbol a Santiago de Xile que des de 1990 milita en la primera divisió d’eixe país?",Palestina,14/05/2024
Miscelània,"Amb quina marca, fundada l’any 1923, es relacionen tres construccions situades a Bay Lake i Anaheim, als EUA, i Marne-la-Vallée, a França?",Disney,14/05/2024
Geografia,"Quin estat sobirà asiàtic mesura la seua qualitat de vida en termes de Felicitat Nacional Bruta, després d’una proposta del seu rei en 1972?",Butan,14/05/2024
Cine i música,Completeu aquesta quadrícula amb el títol de tres pel·lícules,"1-Speed, La casa del lago; 2-Amor con preaviso; 3-John Wick 3; 4-El atlas de las nubes",14/05/2024
Ciència,"Amb quin fenomen natural es relaciona l’esdeveniment Carrington, que va tindre lloc en l’estiu de 1859 i que va afectar el pol Sud, el pol Nord, Amèrica Central i Europa?",Tormenta solar,14/05/2024
Història,En quin municipi de Burgos el rei Fernando III el Santo va atorgar uns privilegis a la comunitat jueva que va provocar que molts jueus perseguits fugiren a refugiar-se en aquella localitat?,Villadiego,14/05/2024
Ciència,Quina herba del gènere Ilex té un nom comú que significa etimològicament «carabassa» i que era considerada com l’herba del dimoni pels primers espanyols que van veure utilitzar-la als indígenes?,Mate,14/05/2024
Temes valencians,Quin carrer de Ciutat Vella rep el seu nom pel fet que l’any 1407 es va haver de travessar la muralla àrab per construir-lo?,Trench,14/05/2024
Ciència,"Amb quin pseudònim va ser més conegut Henri-Marie Beyle, que va descriure una visita que va fer a la basílica de la Santa Croce a Florència en 1817?",Stendhal,21/05/2024
Ciència,"En quin animal va transformar la deessa Atena a la filla del tintorer Idmó, llegenda que apareix en un quadre del Museu del Prado datat entre 1644 i 1648?",Aranya,21/05/2024
Cine i música,Completeu aquesta quadrícula amb el títol de tres pel·lícules,1-Mil maneras de morder el polvo; 2-Prometheus; 3-Gangs of New York; 4-El consejero,21/05/2024
Esports,Digueu tres estats sobirans que participen actualment en els Jocs Mediterranis encara que no tenen costa en la mar Mediterrània,"Portugal, Andorra, San Marino, Sèrbia, Macedònia del Nord",21/05/2024
Cine i música,"Com es deia el professor de gimnàstica que va inspirar el nom, canviant algunes lletres per una «y», d’una banda que formaren en 1964 Ronnie Van Zant, Bob Burns i Gary Rossington?",Leonard Skinner,21/05/2024
Geografia,Quina empresa estatal de combustibles fòsils és la propietària del que va ser l’edifici més alt del món entre 1998 i 2003?,Petronas,21/05/2024
Temes valencians,"Quin és el nom de la revista anual que edita la Universitat de València des de 1990, i que és part d’una frase d’Hipòcrates que es completa amb «la vida és breu»?",Ars Longa,21/05/2024
Geografia,"Quina és la frontera terrestre més desigual del món, en termes de PIB per càpita?",Corea del Nord-Corea del Sud,21/05/2024
Història,"Quin era el cognom de l’empresari alemany, membre del partit nazi, que va heretar l’empresa que havia creat el seu avi, un metge i inventor que va crear el llevat en pols com a producte alimentari?",Oetker,28/05/2024
Esports,En quin barri se celebra des de fa més de quaranta anys una batalla naval que va inspirar el nom d’un grup d’animació esportiva creat en l’estiu de 1992?,Vallecas,28/05/2024
Ciència,"Quin neurotransmissor excitador, el més abundant del sistema nerviós dels vertebrats, estava en el nom d’un grup musical espanyol actiu entre 1979 i 1986 i de nou des de 2008?",Glutamato,28/05/2024
Cine i música,Completeu aquesta quadrícula amb el títol de tres pel·lícules,1-Las brujas de Zugarramurdi; 2-No matarás; 3-Volver; 4-Maixabel,28/05/2024
Cine i música,"Com es deia un local fundat al continent americà en 1932, i on es reunien molts obrers negres, i que va donar nom a una pel·lícula de 1999 dirigida per un alemany?",Buenavista Social Club,28/05/2024
Ciència,Dels voltants de quina ciutat procedeix una carn de mascle castrat que no va ser exportada des del seu país d’origen fins a l’any 2012?,Kobe,28/05/2024
Història,Digueu quatre estats sobirans de la Unió Europea que reconeixien l’estat de Palestina abans de hui,"Malta, Xipre, República Txeca, Eslovàquia, Hongria, Romania, Bulgària, Polònia, Suècia",28/05/2024
Temes valencians,"Amb quin malnom, que procedeix del producte que venia, era conegut un home nascut a Paiporta en 1783 que té una estàtua en el lloc on es va produir el fet pel qual és famós?",El Palleter,28/05/2024
Cine i música,Completeu aquesta quadrícula amb el títol de tres pel·lícules,1-Capri; 2-Discordias a la carta; 3-Vidas rebeldes; 4-Con faldas y a lo loco,4/06/2024
Història,"A més de l’ivori i dels esclaus, quin era l’altre gran recurs que els europeus explotaren del golf de Guinea, i que va donar nom fins a 1957 a un estat sobirà actual?",Or,4/06/2024
Ciència,"Quin era el malnom, que denomina la seua creació més famosa, d’un dissenyador d’armes nascut com Gotthard Glas, i que prové del nom jueu que va adoptar quan es va traslladar a viure a un kibbutz en 1936?",Uzi (Uziel Gal),4/06/2024
Esports,"De quin castell pren el nom un circuit de velocitat del comtat anglès de Leicestershire, on es va disputar el Mundial de Motociclisme entre 1987 i 2009?",Donington,4/06/2024
Miscelània,"Quina obra de teatre de Victorien Sardou, del mateix títol que una pel·lícula de Billy Wilder de 1978, va interpretar Sarah Bernhardt amb un complement de roba que des d’aleshores s’anomenà com aquella obra?",Fedora,4/06/2024
Geografia,"Després de l’Índia, quin és l’estat sobirà del món més poblat, amb uns 126 milions d’habitants, del qual el seu cap d’estat és una dona?",Etiopia,4/06/2024
Temes valencians,"De quina muntanya, que inspirà el nom d’un poema èpic de 1886, prové la flama que des de 1971 protagonitza les festes de Sant Joan a Vinaròs?",Canigó,4/06/2024
Ciència,"Quin compost de metà, amb el mateix origen que el carbó, va ser la causa de la catàstrofe del 25 d’abril de 1942 a Manxúria on van morir més de 1.500 persones?",Grisú,4/06/2024
Temes valencians,Relacioneu aquests topònims amb la província corresponent,Alcántara-Cáceres; Don Juan-León; Encomienda-Salamanca; Ventoso-Badajoz,11/06/2024
Esports,"Quina és l’única disciplina olímpica en la qual la millor marca de la història la té una dona per damunt d’un home, després que ho aconseguira Gabriele Reinsch en 1988?",Llançament de disc,11/06/2024
Miscelània,"Quina creació de Ferdinando Innocenti, batejada a partir del nom d’un afluent del riu Po, va ser fabricada al seu país d’origen fins a 1971 i durant els anys 50 i 60 va ser un dels símbols de la cultura mod?",Lambretta,11/06/2024
Ciència,"Segons el relat d’Heròdot, quin era el nom de l’antic rei grec que va voler mostrar la seua esposa nua al seu esclau Giges de Lídia, motiu pel qual va passar en el segle XIX a designar una parafília?",Candaulisme,11/06/2024
Història,"Quin fet històric, inèdit fins a eixe moment, van protagonitzar en l’Ajuntament de Tres Cantos, l’11 de juliol de 2005, Emilio Menéndez i Carlos Baturin, que va morir recentment?",Primera boda gai a l'estat espanyol,11/06/2024
Geografia,Digueu cinc estats sobirans de més de 10 milions d’habitants on el francès siga llengua oficial,"RDC, França, Canadà, Madagascar, Camerún, Costa d'Ivori, Niger, Senegal, Txad, Guinea, Ruanda, Bèlgica, Burundi, Benín, Haití",11/06/2024
Ciència,"Quines criatures microscòpiques, que es troben dins de tots els éssers vius en simbiosi, van ser «descobertes» en 1999 en una obra de ficció?",Midiclorians,11/06/2024
Cine i música,Completeu aquesta quadrícula amb el títol de tres pel·lícules,"1-Corazones solitarios, Salvajes; 2-Campo de batalla: la Tierra, Nacido para ganar, Fanático; 3-Niños grandes (2); 4-Un papá genial, Sígueme el rollo, Jack y su gemela, Desmadre de padre",11/06/2024
Art i literatura,"Quina novel·la de 1928, amb el títol del nom del seu protagonista, va estar inspirada en la vida de Vita Sackville-West, que va ser amant de l’autora a principis de la dècada de 1920?",Orlando,18/06/2024
Art i literatura,Relacioneu aquests pintors amb la seua imatge,"1-Cezanne, 2-Monet, 3-Gauguin, 4-Renoir",18/06/2024
Temes valencians,"Quina empresa, fundada per Cipriano Olivert en 1954 i amb el nom d’una ciutat en la seua denominació, té quatre tendes a València regentades pels seus fills i filles?",París Valencia,18/06/2024
Història,Quina frase feta podria tindre el seu origen en un observatori astronòmic que el rei Felip el Bell va ordenar construir en un dels seus palaus a Toledo des d’on es veia gran part de Castella i on portava les seues amants?,Posar mirant a Conca,18/06/2024
Art i literatura,"En què consistia el tribut anual que l’emperador Carles V va imposar als cavallers de l’Orde Hospitalària de Sant Joan de Jerusalem en 1530, i que va inspirar una novel·la publicada en 1930 i adaptada al cine en tres ocasions en només una dècada?",El falcó maltés,18/06/2024
Geografia,Ordeneu per superfície els Grans Llacs entre els EUA i Canadà,Superior-Huron-Michigan-Erie-Ontario,18/06/2024
Ciència,"Classifiqueu aquestes roques segons siguen ígnies, metamòrfiques o sedimentàries","Ígnies-Basalt; Metamòrfiques-Marbre, Pissarra; Sedimentàries-Gres",18/06/2024
Ciència,"Quin és el nom comú de l’Aedes albopictus, inclòs en la llista de les 100 espècies exòtiques invasores més perjudicials del món i detectat per primera vegada en Catalunya en 2004?",Mosquit tigre,18/06/2024
Esports,"Quin és el gentilici de Gènova en llengua lígur, que va donar lloc a un dels malnoms dels seguidors d’un equip de futbol fundat en 1905 en un altre continent?",Zenéixi (Xeneize),18/06/2024
Ciència,Quin és el cognom del matrimoni que en 1997 va crear una empresa tecnològica els productes de la qual van ser prohibits per Donald Trump en 2018 per suposats atacs a la seguretat nacional dels EUA?,Kaspersky,25/06/2024
Cine i música,Relacioneu aquests actors amb el grup musical del qual formen part,Jack Black-Tenacious D; Ryan Gosling-Dead Man's Bones; Keanu Reeves-Dogstar; Steven Seagal-Thunderbox,25/06/2024
Miscelània,"Quin era el nom de l’immigrant italià que en la dècada de 1920 es va fer milionari amb un negoci de cupons per correu pel qual va ser condemnat per estafa i deportat a Itàlia en 1934, morint finalment al Brasil en 1949?",Carlo Ponzi,25/06/2024
Història,"Quin riu europeu, d’uns 156 kilòmetres de llargària, dona nom a un teixit de llana aspra que va començar a popularitzar-se a principis del segle XX entre les classes altes del seu país d’origen?",Tweed,25/06/2024
Ciència,"Quines tres espècies d’aus s’utilitzen en el golf per denominar les puntuacions amb les quals un jugador o jugadora acaba amb dos, tres o quatre colps sota el par?","Àguila, Albatros, Còndor",25/06/2024
Esports,"Quin equip de futbol, fundat en 1925 en una ciutat que tenia un nom diferent de l’actual, va prendre la seua denominació a partir d’una dimensió astronòmica?",Zenit de San Petersburg,25/06/2024
Temes valencians,El nom de quin municipi del sud de la província de València està format per dues paraules que provenen de l’àrab i signifiquen «recer de pau»?,Ràfol de Salem,25/06/2024
Història,"En quin estat sobirà es troba el governant no monàrquic europeu que més temps porta en el seu càrrec, ostentant ininterrompudament la presidència d’eixe país des del 20 de juliol de 1994?",Bielorrúsia,25/06/2024
Ciència,"Quin és el nom actual de la ciutat al nord dels Alps, fundada pels romans l’any 73 amb el nom d’Arae Flaviae, i d’on és originari un animal que s’utilitzava per cuidar el ramat i protegir els comerciants en els seus viatges?",Rottweil,17/09/2024
Cine i música,"Quin és el malnom de l’escriptor i poeta nascut el 1958 que va donar lloc, repetit dues vegades, al títol d’una cançó de 1985 la música de la qual està inspirada en una altra del grup jamaicà Toots and the Maytals?",Sarri,17/09/2024
Esports,Digueu tres esports o modalitats esportives en els quals els EUA no han guanyat mai una medalla en els JJOO d’estiu,"Bàdminton, Handbol, Tennis de taula, Gimnàstica rítmica, Trampolí",17/09/2024
Miscelània,Relacioneu aquestes entregues de la saga de videojocs Assassin’s Creed amb l’època en la qual estan ambientats,Brotherhood - Itàlia renaixentista; Rogue - Guerra dels Set Anys; Sydicate - Londres victorià; Unity - Revolució francesa,17/09/2024
Història,"Quina fruita va enviar Manuel Godoy a la reina Maria Lluïsa de Borbó mentre setiava la ciutat d’Elvas, fet que va donar nom a una guerra entre Portugal, Espanya i França entre maig i juny de 1801?",Taronja,17/09/2024
Història,"Quina característica física, que va originar el seu malnom, tenia una persona nascuda a Girona al segle IX que va ser el primer d’una dinastia que es va estendre fins a mitjan segle XII?",Guifré el Pilós,17/09/2024
Temes valencians,"Quin valencià, que va viure entre 1864 i 1926, i que té una avinguda amb el seu nom en la ciutat de València, va escriure la lletra de l’himne nacional d’Andorra?",Cardenal Benlloch,17/09/2024
Ciència,"Quin matemàtic va ser el primer a descobrir en 1858, juntament amb Johann Benedict Listing, un objecte caracteritzat per ser no orientable i tenir una sola cara i un sol contorn?",Möbius,17/09/2024
Miscelània,"Amb quin nom artístic va ser coneguda María Cristina Segura Gómez, Medalla d’Or al Mèrit en les Belles Arts en 1998 i que al llarg de la seua vida es va trencar al menys dues vegades el crani?",Pinito del Oro,24/09/2024
Ciència,Classifiqueu aquestes varietats de raïm segons s’elaboren amb ells vins blancs o tints,"Blancs - Godello, Xarel·lo; Tints - Merlot, Monastrell",24/09/2024
Esports,Quin era el nom del vaixell on va fer un viatge amb son pare un dels fundadors en 1892 d’un club de futbol d’una capital europea que mai ha guanyat una lliga al seu país?,Hertha,24/09/2024
Història,"Quin personatge europeu és patró de la ciutat més gran d’un estat sobirà i va tenir un altar propi a la catedral de Girona, on se’l va venerar oficialment com a sant durant 300 anys, tot i que mai va ser santificat per l’església?",Carlemany,24/09/2024
Ciència,"Amb quin nom és més conegut el medicament basat en el levonorgestrel, que es va subministrar per primera vegada al Regne Unit en 1984 i que encara continua sent il·legal en molts països del món?",Píndola del dia després,24/09/2024
Geografia,"Quina província històrica té tres divisions administratives en un estat sobirà i altres sis en un altre, aquestes últimes donant nom tradicionalment a una nació no independent?",Úlster,24/09/2024
Cine i música,"El títol de quina pel·lícula, guanyadora de la Palma d’Or en Cannes en la dècada dels 2000, està inspirat en una paràbola que forma part del budisme, l’hinduïsme i el jainisme i que està protagonitzada per persones cegues?",Elephant,24/09/2024
Ciència,"Quina substància química, present principalment en una espècie de planta, rep el seu nom per un ambaixador francès a Portugal que en 1560 va enviar llavors d’eixa planta a París per promoure el seu ús medicinal?",Nicotina,1/10/2024
Ciència,"Quin nom de dona, que es repeteix moltes vegades en una famosa cançó de 1988, se li va donar al model utilitzat per a la pràctica de la reanimació cardiopulmonar, i que probablement està inspirat en la màscara mortuòria d’una jove trobada al Sena a finals del segle XIX?",Annie,1/10/2024
Geografia,"Segons la tradició, a quin riu que travessa la localitat de Zahara de los Atunes se n’anaven els pescadors a celebrar les captures amb alegria i diversió?",Cachón,1/10/2024
Cine i música,Ordeneu aquestes emissores musicals espanyoles per l’any de la seua primera emissió,Cadena Dial - Cadena 100 - Europa FM - Kiss FM,1/10/2024
Esports,"Quin equip de futbol, guanyador de la lliga iugoslava en 1966 i 1989, porta el nom que rebien els antics comandants militars i governadors de les províncies eslaves?",Voivodina,1/10/2024
Miscelània,Quines dues paraules es van fer famoses en 2016 després que l’ajuntament d’Alcalà de Guadaíra no complira la seua promesa de reallotjar 25 famílies que havíen okupat un conjunt de vivendes?,Emosido engañado,1/10/2024
Temes valencians,Digueu quatre municipis del País Valencià que tinguen entre 40.000 i 70.000 habitants,"Benidorm, Sagunt, Alcoi, Sant Vicent del Raspeig, Elda, Vila-Real, Alzira, Mislata, Dènia",1/10/2024
Història,"Quin és l’únic estat sobirà europeu la lletra de l’himne del qual està escrita per una dona, anomenada Paula Preradovic, que la va adaptar a partir d’una cantata maçònica?",Àustria,1/10/2024
Història,Quin país africà va ser batejat pels portuguesos amb el seu nom actual per l’abundància de certs animals comestibles en els seus rius?,Camerún,7/10/2024
Ciència,"Quin color apareix en la denominació popular de Tipuana tipu, un arbre de la família de les Fabaceae originari d’Argentina i Bolívia i que des de finals del segle XIX s’utilitza per decorar els parcs i bulevards d’aquelles zones?",Palo rosa,7/10/2024
Cine i música,Digueu el títol d’una sèrie de TV a partir de la seua tipografia,"1-The X-Files, 2-The Last of Us, 3-Squid Game, 4-Naruto",7/10/2024
Història,"Quina plaça, el nom de la qual es tradueix com a plaça de la Constitució en la seua llengua pròpia, perquè el rei Otó I va haver de signar la constitució després d’una sublevació militar en 1843, va adquirir més rellevància internacional a partir de 2010?",Plaça Sindagma,7/10/2024
Ciència,"De quina zona geogràfica, que formà part d’un protectorat espanyol entre 1912 i 1956, és originària una varietat de planta anomenada Beldia, que és la major exportació internacional d’aquella zona tot i que forma part de l’economia submergida?",Ketama,7/10/2024
Esports,Quina modalitat d’exercici físic va ser creada en 1987 per Johnatan Golberg mentre preparava una carrera de resistència que havia de travessar els EUA de costa a costa?,Spinning,7/10/2024
Temes valencians,"Quina sala de concerts de València pren el seu nom d’una cançó de Merle Travis de 1947 sobre la vida dels miners de Kentucky, i que va ser versionada, entre altres, per José Guardiola en 1960?",16 Toneladas,7/10/2024
Geografia,"Quin territori, d’uns 6 km2 de superfície, té en la seua bandera una inscripció que recull una frase que suposadament va dir el seu líder al representant dels EUA i que es pot traduir com «Tot està en les mans de Déu»?",Atoló Bikini,15/10/2024
Esports,Digueu dues províncies de l’estat espanyol que tinguen un equip en la primera divisió de futbol femení però no en la primera divisió de futbol masculí,"Granada, Santa Cruz de Tenerife, A Coruña",15/10/2024
Història,"En quin territori, situat administrativament en un continent i geogràficament en un altre, va operar l’MPAIAC, responsable indirecte en 1977 del pitjor accident d’aviació de la història?",Illes Canàries,15/10/2024
Miscelània,"En quin any va fundar José María Rivera Corral, després de tornar de Mèxic a finals del segle XIX, una empresa que hui porta el nom del «Fills de Rivera» i el producte més conegut de la qual fa referència al territori natal del seu fundador?",1906,15/10/2024
Miscelània,"Amb l’assassinat de quina persona cèlebre està relacionat el polític Ramón Ruiz Alonso, pare de tres filles actrius, mortes en 2007, 2017 i 2024, les quals no van portar mai el cognom patern?",Federico García Lorca,15/10/2024
Ciència,"Quina malaltia, causada pel bacteri Bordetella, va ser descrita per primera vegada al segle XVI i va ser quasi erradicada al segle XX en els països desenvolupats gràcies a les vacunes?",Tos ferina,15/10/2024
Ciència,Ordeneu aquests dinosaures per la seua data d’aparició,Estegosaure - Pterodàctil - Velociraptor - Triceratops,15/10/2024
Temes valencians,"Quina pedania d’Oriola, l’única de la ciutat on es parla valencià, porta el nom d’un personatge històric europeu del segle XII?",Barba-Roja,15/10/2024
Cine i música,"Digueu dues pel·lícules en les quals va participar un actor que només té una filmografia de cinc títols, tres d’ells guanyadors de l’Òscar a la Millor Pel·lícula, un altre de l’Òscar al Millor Guio Original i l’altre guanyador de la Palma d’Or a Cannes","El Padrino, El Padrino II, La conversación, Tarde de perros, El Cazador",21/10/2024
Temes valencians,Relacioneu aquestes marques valencianes de cassalla amb la seua localitat d’origen,Anís Tenis - Monfort; Cerveró - Cullera; Ferri - Bellreguard; Ríos - Silla,21/10/2024
Miscelània,"Quina de les cartes de Sant Pau que apareixen en el Nou Testament està dirigida als habitants d’una ciutat on va estar a punt de ser linxat, fet que va donar lloc a una paraula amb sentit pejoratiu?",Carta als efesis (adefesi),21/10/2024
Ciència,"Quin gènere de gramínies, apte per a les persones celíaques, és originari de les regions tropicals d’Àfrica Oriental però apareixia en el títol d’una pel·lícula xinesa de 1988?",Sorgo,21/10/2024
Geografia,"De quin municipi sevillà era originari l’explorador Pedro de Ortega, que va batejar amb eixe nom la més gran de les Illes Salomó, coneguda pels seus natius com Isatabu i famosa per un esdeveniment que va tindre lloc en aquella zona entre 1942 i 1943?",Guadalcanal,21/10/2024
Història,"Quina expressió contenia el títol d’un llibre escrit en 1973 pel sacerdot peruà Gustavo Gutiérrez Merino, que va donar lloc a un moviment que va ser condemnat per Joan Pau II per acceptar postulats d’origen marxista?",Teologia de l'alliberament,21/10/2024
Esports,"Quin equip de futbol, fundat en 1910, porta en la seua denominació els cognoms d’un polític argentí del segle XIX que va ser l’autor del Codi Civil que va regir en aquell país fins a l’any 2015?",Vélez Sarsfield,21/10/2024
Ciència,"Amb quines sigles es coneix el compost orgànic aromàtic cristal·lí de color groc pàl·lid, fabricat per primera vegada per Julius Wilbrand en 1863 com a colorant per a tenyir, i que després es va fer famós en molts dibuixos animats amb una finalitat totalment diferent?",TNT,21/10/2024
Ciència,"Quin tipus d’animal, el nom científic del qual es pot traduir com «amant de la rosada de ventre negre», és un dels més utilitzats en experimentació genètica per la similitud del seu genoma amb l’humà?",Mosca de la fruita,29/10/2024
Geografia,Digueu cinc províncies de l’estat espanyol que estiguen entre les 10 primeres en kilòmetres de costa,"Balears, A Coruña, Las Palmas, Santa Cruz de Tenerife, Astúries, Pontevedra, Cadis, Cantàbria, Tarragona, Múrcia",29/10/2024
Ciència,"Amb quin nom, que deriva del d’una localitat en les faldes del Vesuvi, es coneix una roca silícia que, entre altres usos, s’utilitza en els circuits de velocitat per frenar els vehicles que s’han eixit del traçat?",Putzolana,29/10/2024
Història,"A quin polític i militar americà, que va governar el seu país en vàries etapes durant més de trenta anys, li va ser oferida en 1911 l’espasa de Napoleó, tot i que els francesos havien intervingut dues vegades en el seu país en el segle XIX?",Porfirio Díaz,29/10/2024
Esports,Ordeneu cronològicament les primeres vegades que van aparèixer aquests elements en els JJOO d’estiu,Medalles (1904) - Bandera olímpica (1920) - Ciutat (1924) - Podi (1932),29/10/2024
Cine i música,"Quin és el producte més conegut, per aparèixer en el títol d’una pel·lícula, d’una companya fundada en 2007 per comercialitzar iogurts i que en el segle XXIX va construir una nau espacial anomenada Axioma per fugir de la Terra?",WALL·E,29/10/2024
Art i literatura,"Quin títol nobiliari se li va atorgar, a títol pòstum en 1981, a Ramón María del Valle-Inclán, i que fa referència a un personatge de ficció creat pel mateix autor i que apareix citat en el poema «Retrato» d’Antonio Machado?",Marqués de Bradomín,29/10/2024
Temes valencians,"Segons la llegenda, què va fer el cavall de Jaume I a dalt d’un turó de l’actual localitat d’El Puig de Santa Maria, motiu pel qual va sorgir el nom d’aquella muntanya?",Muntanya de la Patà,29/10/2024
Ciència,"Quina unitat, que mesura una de les set magnituds físiques fonamentals, està relacionada amb un número que va ser definit per un científic italià a principis del segle XIX i que porta el seu nom?",Mol,5/11/2024
Ciència,"Quin era el cognom del patòleg i militar escocès que a principis del segle XX va descriure un protozoo que es transmet a través d’insectes flebòtoms coneguts com palomilla en Colòmbia, jején al Perú o papalomoyo en Costa Rica?",Leishman,5/11/2024
Història,"Com es deia la mare del pilot militar Paul Tibbets, nom famós pel «xiquet» que portava dins seu i per una cançó de tecno pop de 1980?",Enola Gay,5/11/2024
Miscelània,"Quin objecte, utilitzat al Japó aproximadament des de l’any 700, compta entre els seus components alguns anomenats habaki, sageo, saya o tsuka?",Katana,5/11/2024
Esports,Ordeneu aquestes seleccions segons el nombre de medalles d’or en mundials d’handbol masculí,França (6) - Suècia (4) - Dinamarca (3) - Espanya (2),5/11/2024
Cine i música,"Sobre quin personatge tractava una pel·lícula de 1956 famosa per la quantitat de persones de l’equip tècnic i artístic que van morir de càncer després de rodar-la, entre ells Dick Powell, Susan Hayward, Lee Van Cleef o John Wayne?",Gengis Kan,5/11/2024
Història,"Per quines tres ciutats va passar, el 23 d’agost de 1989, una cadena humana de més d’un milió i mig de persones i vora 600 kilòmetres de llargària?","Tallin, Riga, Vilna",5/11/2024
